PeakID (cmd=annotatePeaks.pl /home/merk/data/ChIP_DAP/peaks/master_peaks_overlapped.bed /home/merk/data/genomes/ncbi-genomes-2022-03-15/TAIR10.fasta -gtf /home/merk/data/genomes/TAIR10_annotation.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1_426636_426637	chr1	426637	426637	+	7.57	NA	TTS (AT1G02210.1)	-TTS (AT1G02210.1)	1174	AT1G02210.1	AT1G02210	AT1G02210						NA
2_14587877_14587878	chr2	14587878	14587878	+	7.57	NA	Intergenic	Intergenic	-3179	AT2G34640.1	AT2G34640	AT2G34640						NA
35S_BBM_GFP_ChIP_peak_15684	chr5	660453	660453	+	7.50815	NA	TTS (AT5G02870.1)	-TTS (AT5G02870.1)	-1611	AT5G02880.1	AT5G02880	AT5G02880						NA
PLT3_DAP_peak_330	chr4	3359807	3359807	+	7.4752	NA	promoter-TSS (AT4G06536.1)	-promoter-TSS (AT4G06536.1)	359	AT4G06535.1	AT4G06535	AT4G06535						NA
PLT1_ampDAP_peak_54	chr2	12289825	12289825	+	7.45993	NA	exon (AT2G28650.1, exon 1 of 1)	-exon (AT2G28650.1, exon 1 of 1)	1220	AT2G28650.1	AT2G28650	AT2G28650						NA
35S_BBM_GFP_ChIP_peak_3965	chr1	23973253	23973253	+	7.44357	NA	promoter-TSS (AT1G64560.1)	-promoter-TSS (AT1G64560.1)	-476	AT1G64560.1	AT1G64560	AT1G64560						NA
PLT3_MK_DAP_peak_1490	chr4	15428762	15428762	+	7.43825	NA	exon (AT4G31890.1, exon 1 of 3)	-exon (AT4G31890.1, exon 1 of 3)	345	AT4G31890.1	AT4G31890	AT4G31890						NA
35S_BBM_GFP_ChIP_peak_12668	chr4	826817	826817	+	7.39387	NA	promoter-TSS (AT4G01910.1)	-promoter-TSS (AT4G01910.1)	-132	AT4G01910.1	AT4G01910	AT4G01910						NA
PLT3_DAP_peak_489	chr5	22578036	22578036	+	7.39151	NA	exon (AT5G55780.1, exon 1 of 1)	-exon (AT5G55780.1, exon 1 of 1)	1425	AT5G55780.1	AT5G55780	AT5G55780						NA
PLT3_DAP_peak_160	chr2	5694818	5694818	+	7.38525	NA	intron (AT2G13680.1, intron 2 of 40)	-intron (AT2G13680.1, intron 2 of 40)	420	AT2G13680.1	AT2G13680	AT2G13680						NA
PLT3_DAP_peak_130	chr2	2597478	2597478	+	7.38525	NA	TTS (AT2G06541.1)	-TTS (AT2G06541.1)	302	AT2G06540.1	AT2G06540	AT2G06540						NA
2_18000595_18000596	chr2	18000596	18000596	+	7.37	NA	promoter-TSS (AT2G43320.1)	-promoter-TSS (AT2G43320.1)	-258	AT2G43330.1	AT2G43330	AT2G43330						NA
PLT3_DAP_peak_388	chr4	16580681	16580681	+	7.3572	NA	Intergenic	Intergenic	2198	AT4G34760.1	AT4G34760	AT4G34760						NA
PLT3_DAP_peak_14	chr1	6455714	6455714	+	7.3572	NA	Intergenic	Intergenic	4037	AT1G18720.1	AT1G18720	AT1G18720						NA
PLT3_DAP_peak_488	chr5	22573138	22573138	+	7.3572	NA	exon (AT5G55770.1, exon 1 of 1)	-exon (AT5G55770.1, exon 1 of 1)	1493	AT5G55770.1	AT5G55770	AT5G55770						NA
35S_BBM_GFP_ChIP_peak_19779	chr5	25429612	25429612	+	7.3475	NA	promoter-TSS (AT5G63520.1)	-promoter-TSS (AT5G63520.1)	-500	AT5G63520.1	AT5G63520	AT5G63520						NA
35S_BBM_GFP_ChIP_peak_8101	chr2	17547162	17547162	+	7.32982	NA	promoter-TSS (AT2G42050.1)	-promoter-TSS (AT2G42050.1)	-603	AT2G42050.1	AT2G42050	AT2G42050						NA
PLT3_MK_DAP_peak_300	chr1	17410636	17410636	+	7.30615	NA	Intergenic	Intergenic	-3044	AT1G47465.1	AT1G47465	AT1G47465						NA
PLT3_MK_DAP_peak_1223	chr4	1671323	1671323	+	7.30615	NA	exon (AT4G03760.1, exon 1 of 1)	-exon (AT4G03760.1, exon 1 of 1)	685	AT4G03760.1	AT4G03760	AT4G03760						NA
PLT3_MK_DAP_peak_1750	chr5	11537547	11537547	+	7.30615	NA	promoter-TSS (AT5G30420.1)	-promoter-TSS (AT5G30420.1)	-332	AT5G30420.1	AT5G30420	AT5G30420						NA
PLT3_MK_DAP_peak_311	chr1	17986578	17986578	+	7.30615	NA	TTS (AT1G48635.1)	-TTS (AT1G48635.1)	220	AT1G48640.1	AT1G48640	AT1G48640						NA
PLT3_MK_DAP_peak_663	chr2	7931208	7931208	+	7.30615	NA	TTS (AT2G18230.1)	-TTS (AT2G18230.1)	3121	AT2G18230.1	AT2G18230	AT2G18230						NA
PLT3_MK_DAP_peak_1327	chr4	4473499	4473499	+	7.30615	NA	promoter-TSS (AT4G07685.1)	-promoter-TSS (AT4G07685.1)	-827	AT4G07686.1	AT4G07686	AT4G07686						NA
PLT3_MK_DAP_peak_815	chr3	1880782	1880782	+	7.30615	NA	exon (AT3G06210.1, exon 2 of 5)	-exon (AT3G06210.1, exon 2 of 5)	689	AT3G06210.1	AT3G06210	AT3G06210						NA
PLT3_MK_DAP_peak_1797	chr5	12950207	12950207	+	7.30615	NA	promoter-TSS (AT5G34749.1)	-promoter-TSS (AT5G34749.1)	145	AT5G34728.1	AT5G34728	AT5G34728						NA
PLT3_MK_DAP_peak_1596	chr5	2450872	2450872	+	7.30615	NA	exon (AT5G07700.1, exon 3 of 3)	-exon (AT5G07700.1, exon 3 of 3)	547	AT5G07700.1	AT5G07700	AT5G07700						NA
PLT3_MK_DAP_peak_1790	chr5	12767545	12767545	+	7.30615	NA	Intergenic	Intergenic	-1012	AT5G33533.1	AT5G33533	AT5G33533						NA
PLT3_MK_DAP_peak_1433	chr4	11665799	11665799	+	7.30615	NA	exon (AT4G22010.1, exon 5 of 6)	-exon (AT4G22010.1, exon 5 of 6)	2475	AT4G22010.1	AT4G22010	AT4G22010						NA
PLT3_MK_DAP_peak_1532	chr4	18476861	18476861	+	7.30615	NA	exon (AT4G39820.1, exon 1 of 2)	-exon (AT4G39820.1, exon 1 of 2)	1082	AT4G39820.1	AT4G39820	AT4G39820						NA
PLT3_MK_DAP_peak_1196	chr3	23346920	23346920	+	7.30615	NA	exon (AT3G63200.1, exon 1 of 2)	-exon (AT3G63200.1, exon 1 of 2)	1018	AT3G63200.1	AT3G63200	AT3G63200						NA
PLT3_MK_DAP_peak_520	chr2	3003708	3003708	+	7.30615	NA	exon (AT2G07230.1, exon 1 of 1)	-exon (AT2G07230.1, exon 1 of 1)	1538	AT2G07230.1	AT2G07230	AT2G07230						NA
PLT3_DAP_peak_397	chr4	18400741	18400741	+	7.2821	NA	exon (AT4G39640.1, exon 2 of 7)	-exon (AT4G39640.1, exon 2 of 7)	174	AT4G39640.2	AT4G39640	AT4G39640						NA
35S_BBM_GFP_ChIP_peak_3910	chr1	23703296	23703296	+	7.27799	NA	exon (AT1G63860.1, exon 5 of 8)	-exon (AT1G63860.1, exon 5 of 8)	-2329	AT1G63855.1	AT1G63855	AT1G63855						NA
35S_BBM_GFP_ChIP_peak_10970	chr3	15087003	15087003	+	7.27469	NA	TTS (AT3G43095.1)	-TTS (AT3G43095.1)	1691	AT3G43095.1	AT3G43095	AT3G43095						NA
PLT1_ampDAP_peak_47	chr2	6557744	6557744	+	7.26439	NA	promoter-TSS (AT2G15110.1)	-promoter-TSS (AT2G15110.1)	377	AT2G15120.1	AT2G15120	AT2G15120						NA
PLT3_DAP_peak_446	chr5	11407439	11407439	+	7.26363	NA	TTS (AT5G30852.1)	-TTS (AT5G30852.1)	2042	AT5G30852.1	AT5G30852	AT5G30852						NA
PLT7_DAP_peak_117	chr1	22721375	22721375	+	7.25787	NA	TTS (AT1G61575.1)	-TTS (AT1G61575.1)	1297	AT1G61575.1	AT1G61575	AT1G61575						NA
PLT7_DAP_peak_601	chr5	13195169	13195169	+	7.25787	NA	promoter-TSS (AT5G34882.1)	-promoter-TSS (AT5G34882.1)	-536	AT5G34882.1	AT5G34882	AT5G34882						NA
35S_BBM_GFP_ChIP_peak_778	chr1	3592070	3592070	+	7.25601	NA	TTS (AT1G10780.1)	-TTS (AT1G10780.1)	341	AT1G10770.1	AT1G10770	AT1G10770						NA
35S_BBM_GFP_ChIP_peak_12281	chr3	22418768	22418768	+	7.2419	NA	promoter-TSS (AT3G60647.1)	-promoter-TSS (AT3G60647.1)	-583	AT3G60647.1	AT3G60647	AT3G60647						NA
PLT3_MK_DAP_peak_168	chr1	10881682	10881682	+	7.22768	NA	promoter-TSS (AT1G30680.1)	-promoter-TSS (AT1G30680.1)	85	AT1G30680.1	AT1G30680	AT1G30680						NA
PLT3_MK_DAP_peak_1148	chr3	19997761	19997761	+	7.22242	NA	exon (AT3G54000.1, exon 3 of 5)	-exon (AT3G54000.1, exon 3 of 5)	1154	AT3G54000.2	AT3G54000	AT3G54000						NA
PLT3_MK_DAP_peak_568	chr2	4809445	4809445	+	7.22242	NA	promoter-TSS (AT2G11930.1)	-promoter-TSS (AT2G11930.1)	-396	AT2G11930.1	AT2G11930	AT2G11930						NA
PLT3_MK_DAP_peak_1954	chr5	23960647	23960647	+	7.22242	NA	promoter-TSS (AT5G59420.1)	-promoter-TSS (AT5G59420.1)	231	AT5G59410.1	AT5G59410	AT5G59410						NA
5_26891276_26891277	chr5	26891277	26891277	+	7.21	NA	Intergenic	Intergenic	-2039	AT5G67390.1	AT5G67390	AT5G67390						NA
2_8790915_8790916	chr2	8790916	8790916	+	7.21	NA	TTS (AT2G20362.1)	-TTS (AT2G20362.1)	-1070	AT2G20370.1	AT2G20370	AT2G20370						NA
1_27413615_27413616	chr1	27413616	27413616	+	7.21	NA	promoter-TSS (AT1G72850.1)	-promoter-TSS (AT1G72850.1)	215	AT1G72840.1	AT1G72840	AT1G72840						NA
35S_BBM_GFP_ChIP_peak_13948	chr4	11591506	11591506	+	7.20487	NA	exon (AT4G21850.1, exon 3 of 3)	-exon (AT4G21850.1, exon 3 of 3)	732	AT4G21850.1	AT4G21850	AT4G21850						NA
35S_BBM_GFP_ChIP_peak_15169	chr4	17347955	17347955	+	7.19749	NA	TTS (AT4G36820.1)	-TTS (AT4G36820.1)	1150	AT4G36820.1	AT4G36820	AT4G36820						NA
PLT3_DAP_peak_421	chr5	6353656	6353656	+	7.19565	NA	exon (AT5G19020.1, exon 1 of 1)	-exon (AT5G19020.1, exon 1 of 1)	1172	AT5G19020.1	AT5G19020	AT5G19020						NA
PLT3_MK_DAP_peak_1675	chr5	8287774	8287774	+	7.19184	NA	intron (AT5G24320.2, intron 1 of 7)	-intron (AT5G24320.1, intron 1 of 7)	265	AT5G24320.1	AT5G24320	AT5G24320						NA
PLT1_DAP_peak_233	chr5	3789568	3789568	+	7.18384	NA	TTS (AT5G11750.1)	-TTS (AT5G11750.1)	309	AT5G11760.1	AT5G11760	AT5G11760						NA
PLT1_DAP_peak_85	chr2	5299812	5299812	+	7.18384	NA	exon (AT2G12910.1, exon 1 of 1)	-exon (AT2G12910.1, exon 1 of 1)	1513	AT2G12910.1	AT2G12910	AT2G12910						NA
PLT3_MK_DAP_peak_1699	chr5	10115566	10115566	+	7.18241	NA	promoter-TSS (AT5G28130.1)	-promoter-TSS (AT5G28130.1)	-786	AT5G28130.1	AT5G28130	AT5G28130						NA
PLT3_MK_DAP_peak_1407	chr4	9668028	9668028	+	7.18241	NA	exon (AT4G17240.1, exon 1 of 5)	-exon (AT4G17240.1, exon 1 of 5)	328	AT4G17240.2	AT4G17240	AT4G17240						NA
PLT3_MK_DAP_peak_1832	chr5	13940729	13940729	+	7.18241	NA	exon (AT5G35770.1, exon 1 of 2)	-exon (AT5G35770.1, exon 1 of 2)	138	AT5G35770.1	AT5G35770	AT5G35770						NA
PLT3_MK_DAP_peak_1177	chr3	22284020	22284020	+	7.17709	NA	exon (AT3G60290.1, exon 3 of 3)	-exon (AT3G60290.1, exon 3 of 3)	-1243	AT3G60300.2	AT3G60300	AT3G60300						NA
35S_BBM_GFP_ChIP_peak_9499	chr3	4291758	4291758	+	7.15644	NA	TTS (AT3G13277.1)	-TTS (AT3G13277.1)	1676	AT3G13277.1	AT3G13277	AT3G13277						NA
PLT3_MK_DAP_peak_1916	chr5	20830786	20830786	+	7.1498	NA	promoter-TSS (AT5G51250.1)	-promoter-TSS (AT5G51250.1)	43	AT5G51250.1	AT5G51250	AT5G51250						NA
PLT1_DAP_peak_35	chr1	19271476	19271476	+	7.03113	NA	exon (AT1G51880.1, exon 8 of 12)	-exon (AT1G51880.1, exon 8 of 12)	2592	AT1G51880.1	AT1G51880	AT1G51880						NA
PLT1_DAP_peak_137	chr3	8515489	8515489	+	7.03113	NA	exon (AT3G23660.1, exon 6 of 12)	-exon (AT3G23660.1, exon 6 of 12)	2301	AT3G23660.1	AT3G23660	AT3G23660						NA
PLT1_DAP_peak_179	chr3	21652547	21652547	+	7.03113	NA	exon (AT3G58560.1, exon 3 of 11)	-exon (AT3G58560.1, exon 3 of 11)	1653	AT3G58560.1	AT3G58560	AT3G58560						NA
PLT1_DAP_peak_83	chr2	5155904	5155904	+	7.03113	NA	exon (AT2G12640.1, exon 1 of 1)	-exon (AT2G12640.1, exon 1 of 1)	2840	AT2G12640.1	AT2G12640	AT2G12640						NA
PLT1_DAP_peak_56	chr1	29522145	29522145	+	7.03113	NA	exon (AT1G78470.1, exon 1 of 3)	-exon (AT1G78470.1, exon 1 of 3)	375	AT1G78470.1	AT1G78470	AT1G78470						NA
PLT1_DAP_peak_161	chr3	14619851	14619851	+	7.03113	NA	TTS (AT3G42474.1)	-TTS (AT3G42474.1)	-1046	AT3G42476.1	AT3G42476	AT3G42476						NA
PLT1_DAP_peak_205	chr4	5691201	5691201	+	7.03113	NA	exon (AT4G08880.1, exon 16 of 16)	-exon (AT4G08880.1, exon 16 of 16)	5793	AT4G08890.1	AT4G08890	AT4G08890						NA
35S_BBM_GFP_ChIP_peak_13301	chr4	7765425	7765425	+	7.02624	NA	intron (AT4G13345.2, intron 1 of 12)	-intron (AT4G13345.1, intron 1 of 12)	304	AT4G13345.2	AT4G13345	AT4G13345						NA
35S_BBM_GFP_ChIP_peak_61	chr1	193515	193515	+	7.02072	NA	exon (AT1G01530.1, exon 1 of 2)	-exon (AT1G01530.1, exon 1 of 2)	155	AT1G01530.1	AT1G01530	AT1G01530						NA
1_28860692_28860693	chr1	28860693	28860693	+	7.01	NA	Intergenic	Intergenic	3443	AT1G76870.1	AT1G76870	AT1G76870						NA
1_25870360_25870361	chr1	25870361	25870361	+	7.01	NA	promoter-TSS (AT1G68825.1)	-promoter-TSS (AT1G68825.1)	59	AT1G68825.2	AT1G68825	AT1G68825						NA
2_9910685_9910686	chr2	9910686	9910686	+	7.01	NA	Intergenic	Intergenic	-3922	AT2G23300.1	AT2G23300	AT2G23300						NA
2_9746932_9746933	chr2	9746933	9746933	+	7.01	NA	promoter-TSS (AT2G22900.1)	-promoter-TSS (AT2G22900.1)	-641	AT2G22900.1	AT2G22900	AT2G22900						NA
1_9086266_9086267	chr1	9086267	9086267	+	7.01	NA	promoter-TSS (AT1G26260.1)	-promoter-TSS (AT1G26260.1)	-586	AT1G26260.2	AT1G26260	AT1G26260						NA
1_27085749_27085750	chr1	27085750	27085750	+	7.01	NA	intron (AT1G71960.1, intron 2 of 3)	-intron (AT1G71960.1, intron 2 of 3)	2498	AT1G71960.1	AT1G71960	AT1G71960						NA
PLT7_ampDAP_peak_324	chr1	18238436	18238436	+	7.00314	NA	promoter-TSS (AT1G49310.1)	-promoter-TSS (AT1G49310.1)	-69	AT1G49310.1	AT1G49310	AT1G49310						NA
PLT3_MK_DAP_peak_1985	chr5	26282226	26282226	+	6.96505	NA	exon (AT5G65700.1, exon 1 of 2)	-exon (AT5G65700.1, exon 1 of 2)	469	AT5G65700.1	AT5G65700	AT5G65700						NA
PLT3_MK_DAP_peak_1741	chr5	11432749	11432749	+	6.95423	NA	exon (AT5G31662.1, exon 1 of 1)	-exon (AT5G31662.1, exon 1 of 1)	3464	AT5G31752.1	AT5G31752	AT5G31752						NA
35S_BBM_GFP_ChIP_peak_5851	chr2	4889021	4889021	+	6.94509	NA	promoter-TSS (AT2G12160.1)	-promoter-TSS (AT2G12160.1)	-89	AT2G12160.1	AT2G12160	AT2G12160						NA
PLT3_DAP_peak_479	chr5	19426488	19426488	+	6.94347	NA	TTS (AT5G47970.1)	-TTS (AT5G47970.1)	-2400	AT5G47980.1	AT5G47980	AT5G47980						NA
PLT3_DAP_peak_69	chr1	19369413	19369413	+	6.94347	NA	exon (AT1G52080.1, exon 1 of 5)	-exon (AT1G52080.1, exon 1 of 5)	282	AT1G52080.1	AT1G52080	AT1G52080						NA
PLT3_DAP_peak_119	chr2	1424142	1424142	+	6.94347	NA	exon (AT2G04180.1, exon 1 of 1)	-exon (AT2G04180.1, exon 1 of 1)	2104	AT2G04180.1	AT2G04180	AT2G04180						NA
PLT3_DAP_peak_123	chr2	2228294	2228294	+	6.94347	NA	Intergenic	Intergenic	-1308	AT2G05830.1	AT2G05830	AT2G05830						NA
PLT3_DAP_peak_398	chr5	29944	29944	+	6.94347	NA	promoter-TSS (AT5G01080.1)	-promoter-TSS (AT5G01080.1)	-858	AT5G01080.1	AT5G01080	AT5G01080						NA
PLT3_DAP_peak_25	chr1	10881860	10881860	+	6.94347	NA	exon (AT1G30680.1, exon 1 of 19)	-exon (AT1G30680.1, exon 1 of 19)	263	AT1G30680.1	AT1G30680	AT1G30680						NA
PLT3_DAP_peak_354	chr4	6908679	6908679	+	6.94347	NA	TTS (AT4G11370.1)	-TTS (AT4G11370.1)	1005	AT4G11370.1	AT4G11370	AT4G11370						NA
PLT3_DAP_peak_248	chr3	12461966	12461966	+	6.94347	NA	TTS (AT3G30780.1)	-TTS (AT3G30780.1)	-2662	AT3G30778.1	AT3G30778	AT3G30778						NA
PLT3_DAP_peak_328	chr4	2861595	2861595	+	6.94347	NA	TTS (AT4G05583.2)	-TTS (AT4G05583.2)	1119	AT4G05583.2	AT4G05583	AT4G05583						NA
PLT3_DAP_peak_137	chr2	3753158	3753158	+	6.94347	NA	promoter-TSS (AT2G09910.1)	-promoter-TSS (AT2G09910.1)	-238	AT2G09910.1	AT2G09910	AT2G09910						NA
PLT3_DAP_peak_67	chr1	19027452	19027452	+	6.94347	NA	TTS (AT1G51320.1)	-TTS (AT1G51320.1)	1810	AT1G51320.1	AT1G51320	AT1G51320						NA
PLT3_DAP_peak_27	chr1	11427912	11427912	+	6.94347	NA	Intergenic	Intergenic	-2310	AT1G31850.1	AT1G31850	AT1G31850						NA
PLT1_DAP_peak_155	chr3	13473651	13473651	+	6.89945	NA	promoter-TSS (AT3G32914.1)	-promoter-TSS (AT3G32914.1)	-121	AT3G32914.1	AT3G32914	AT3G32914						NA
PLT7_ampDAP_peak_523	chr1	29873379	29873379	+	6.89792	NA	intron (AT1G79420.1, intron 2 of 2)	-intron (AT1G79420.1, intron 2 of 2)	1921	AT1G79420.1	AT1G79420	AT1G79420						NA
PLT3_DAP_peak_436	chr5	10418005	10418005	+	6.89152	NA	Intergenic	Intergenic	-1912	AT5G28469.1	AT5G28469	AT5G28469						NA
PLT1_DAP_peak_80	chr2	4397608	4397608	+	6.88437	NA	promoter-TSS (AT2G11080.1)	-promoter-TSS (AT2G11080.1)	-232	AT2G11080.1	AT2G11080	AT2G11080						NA
1_5237821_5237822	chr1	5237822	5237822	+	6.84	NA	promoter-TSS (AT1G15215.1)	-promoter-TSS (AT1G15215.1)	-243	AT1G15215.3	AT1G15215	AT1G15215						NA
2_123067_123068	chr2	123068	123068	+	6.84	NA	promoter-TSS (AT2G01220.1)	-promoter-TSS (AT2G01220.1)	-208	AT2G01220.1	AT2G01220	AT2G01220						NA
1_5325418_5325419	chr1	5325419	5325419	+	6.84	NA	promoter-TSS (AT1G15500.1)	-promoter-TSS (AT1G15500.1)	-871	AT1G15500.1	AT1G15500	AT1G15500						NA
5_22968269_22968270	chr5	22968270	22968270	+	6.84	NA	exon (AT5G56790.1, exon 1 of 9)	-exon (AT5G56790.1, exon 1 of 9)	331	AT5G56790.1	AT5G56790	AT5G56790						NA
2_14374603_14374604	chr2	14374604	14374604	+	6.84	NA	promoter-TSS (AT2G34020.1)	-promoter-TSS (AT2G34020.1)	-749	AT2G34020.1	AT2G34020	AT2G34020						NA
2_6761390_6761391	chr2	6761391	6761391	+	6.84	NA	promoter-TSS (AT2G15490.1)	-promoter-TSS (AT2G15490.1)	-244	AT2G15490.3	AT2G15490	AT2G15490						NA
2_11233450_11233451	chr2	11233451	11233451	+	6.84	NA	promoter-TSS (AT2G26400.1)	-promoter-TSS (AT2G26400.1)	-156	AT2G26400.1	AT2G26400	AT2G26400						NA
3_6120220_6120221	chr3	6120221	6120221	+	6.84	NA	promoter-TSS (AT3G17860.2)	-promoter-TSS (AT3G17860.2)	454	AT3G17860.1	AT3G17860	AT3G17860						NA
1_28000027_28000028	chr1	28000028	28000028	+	6.84	NA	Intergenic	Intergenic	-1207	AT1G74500.1	AT1G74500	AT1G74500						NA
PLT3_MK_DAP_peak_691	chr2	9829193	9829193	+	6.81185	NA	TTS (AT2G23090.1)	-TTS (AT2G23090.1)	1217	AT2G23090.1	AT2G23090	AT2G23090						NA
PLT3_DAP_peak_311	chr4	1109068	1109068	+	6.80108	NA	exon (AT4G02510.1, exon 2 of 2)	-exon (AT4G02510.1, exon 2 of 2)	2592	AT4G02520.1	AT4G02520	AT4G02520						NA
PLT1_DAP_peak_196	chr4	3705306	3705306	+	6.79629	NA	promoter-TSS (AT4G06608.1)	-promoter-TSS (AT4G06608.1)	-147	AT4G06608.1	AT4G06608	AT4G06608						NA
PLT7_DAP_peak_641	chr5	20865691	20865691	+	6.79471	NA	exon (AT5G51340.1, exon 7 of 12)	-exon (AT5G51340.1, exon 7 of 12)	2748	AT5G51340.1	AT5G51340	AT5G51340						NA
PLT1_DAP_peak_271	chr5	20919562	20919562	+	6.77102	NA	exon (AT5G51500.1, exon 1 of 2)	-exon (AT5G51500.1, exon 1 of 2)	276	AT5G51500.1	AT5G51500	AT5G51500						NA
PLT1_DAP_peak_115	chr2	17572859	17572859	+	6.77102	NA	exon (AT2G42150.1, exon 1 of 2)	-exon (AT2G42150.1, exon 1 of 2)	490	AT2G42150.1	AT2G42150	AT2G42150						NA
PLT3_MK_DAP_peak_1438	chr4	11852776	11852776	+	6.76522	NA	exon (AT4G22505.1, exon 1 of 1)	-exon (AT4G22505.1, exon 1 of 1)	242	AT4G22505.1	AT4G22505	AT4G22505						NA
PLT3_MK_DAP_peak_1387	chr4	8175567	8175567	+	6.76522	NA	TTS (AT4G14170.1)	-TTS (AT4G14170.1)	148	AT4G14165.1	AT4G14165	AT4G14165						NA
PLT3_MK_DAP_peak_1070	chr3	15246883	15246883	+	6.76522	NA	exon (AT3G43302.1, exon 1 of 1)	-exon (AT3G43302.1, exon 1 of 1)	703	AT3G43302.1	AT3G43302	AT3G43302						NA
PLT3_DAP_peak_50	chr1	16312113	16312113	+	6.73224	NA	exon (AT1G43250.1, exon 1 of 1)	-exon (AT1G43250.1, exon 1 of 1)	589	AT1G43250.1	AT1G43250	AT1G43250						NA
PLT7_DAP_peak_379	chr3	14940410	14940410	+	6.72903	NA	exon (AT3G42850.1, exon 27 of 28)	-exon (AT3G42850.1, exon 27 of 28)	4170	AT3G42837.1	AT3G42837	AT3G42837						NA
35S_BBM_GFP_ChIP_peak_2381	chr1	11373479	11373479	+	6.70473	NA	promoter-TSS (AT1G31760.1)	-promoter-TSS (AT1G31760.1)	4	AT1G31760.1	AT1G31760	AT1G31760						NA
PLT3_MK_DAP_peak_675	chr2	8868984	8868984	+	6.66917	NA	exon (AT2G20590.1, exon 1 of 8)	-exon (AT2G20590.1, exon 1 of 8)	244	AT2G20590.1	AT2G20590	AT2G20590						NA
PLT3_DAP_peak_153	chr2	5047616	5047616	+	6.66181	NA	promoter-TSS (AT2G12460.1)	-promoter-TSS (AT2G12460.1)	-35	AT2G12460.1	AT2G12460	AT2G12460						NA
1_28637217_28637218	chr1	28637218	28637218	+	6.65	NA	promoter-TSS (AT1G76340.1)	-promoter-TSS (AT1G76340.1)	-502	AT1G76340.1	AT1G76340	AT1G76340						NA
1_210989_210990	chr1	210990	210990	+	6.65	NA	intron (AT1G01580.1, intron 4 of 7)	-intron (AT1G01580.1, intron 4 of 7)	1595	AT1G01580.1	AT1G01580	AT1G01580						NA
35S_BBM_GFP_ChIP_peak_10473	chr3	9286074	9286074	+	6.61889	NA	Intergenic	Intergenic	-3214	AT3G25560.3	AT3G25560	AT3G25560						NA
PLT3_MK_DAP_peak_906	chr3	8674394	8674394	+	6.58772	NA	promoter-TSS (AT3G24005.1)	-promoter-TSS (AT3G24005.1)	-866	AT3G24005.1	AT3G24005	AT3G24005						NA
PLT3_MK_DAP_peak_991	chr3	13212648	13212648	+	6.58772	NA	TTS (AT3G32240.1)	-TTS (AT3G32240.1)	-1278	AT3G32250.1	AT3G32250	AT3G32250						NA
PLT3_MK_DAP_peak_488	chr2	1044799	1044799	+	6.58772	NA	TTS (AT2G03470.1)	-TTS (AT2G03470.1)	193	AT2G03460.1	AT2G03460	AT2G03460						NA
35S_BBM_GFP_ChIP_peak_12770	chr4	1310858	1310858	+	6.56126	NA	promoter-TSS (AT4G02950.1)	-promoter-TSS (AT4G02950.1)	-340	AT4G02950.1	AT4G02950	AT4G02950						NA
2_9578737_9578738	chr2	9578738	9578738	+	6.55	NA	Intergenic	Intergenic	-1136	AT2G22540.2	AT2G22540	AT2G22540						NA
35S_BBM_GFP_ChIP_peak_12173	chr3	21863022	21863022	+	6.47792	NA	promoter-TSS (AT3G59130.1)	-promoter-TSS (AT3G59130.1)	-215	AT3G59130.1	AT3G59130	AT3G59130						NA
1_24532360_24532361	chr1	24532361	24532361	+	6.47	NA	Intergenic	Intergenic	-3067	AT1G65920.1	AT1G65920	AT1G65920						NA
1_29572732_29572733	chr1	29572733	29572733	+	6.47	NA	promoter-TSS (AT1G78610.1)	-promoter-TSS (AT1G78610.1)	-607	AT1G78610.1	AT1G78610	AT1G78610						NA
3_20898773_20898774	chr3	20898774	20898774	+	6.47	NA	TTS (AT3G56370.1)	-TTS (AT3G56370.1)	2293	AT3G56360.1	AT3G56360	AT3G56360						NA
1_7640101_7640102	chr1	7640102	7640102	+	6.47	NA	TTS (AT1G21738.1)	-TTS (AT1G21738.1)	992	AT1G21738.1	AT1G21738	AT1G21738						NA
1_26663148_26663149	chr1	26663149	26663149	+	6.47	NA	promoter-TSS (AT1G70710.1)	-promoter-TSS (AT1G70710.1)	-139	AT1G70710.1	AT1G70710	AT1G70710						NA
1_25238141_25238142	chr1	25238142	25238142	+	6.47	NA	promoter-TSS (AT1G67360.1)	-promoter-TSS (AT1G67360.1)	74	AT1G67360.2	AT1G67360	AT1G67360						NA
3_23278133_23278134	chr3	23278134	23278134	+	6.47	NA	Intergenic	Intergenic	-1759	AT3G62980.1	AT3G62980	AT3G62980						NA
2_9552865_9552866	chr2	9552866	9552866	+	6.47	NA	TTS (AT2G22490.1)	-TTS (AT2G22490.1)	-2782	AT2G22482.1	AT2G22482	AT2G22482						NA
1_11927677_11927678	chr1	11927678	11927678	+	6.47	NA	TTS (AT1G32910.1)	-TTS (AT1G32910.1)	-1129	AT1G32920.1	AT1G32920	AT1G32920						NA
2_12117984_12117985	chr2	12117985	12117985	+	6.47	NA	Intergenic	Intergenic	-1335	AT2G28355.1	AT2G28355	AT2G28355						NA
